D14608,"The last stop_time in trip D14608 is missing times."
L4011,"Timetravel detected! Arrival time is before previous departure at sequence number 45 in trip L4011"
L4011,"Timetravel detected! Arrival time is before previous departure at sequence number 46 in trip L4011"
L4011,"Timetravel detected! Arrival time is before previous departure at sequence number 47 in trip L4011"
L4011,"Timetravel detected! Arrival time is before previous departure at sequence number 50 in trip L4011"
L4062,"High speed travel detected in trip L4062: BHANDARA to TUMSAR. 25846 meters in 900 seconds. (103 km/h)."
L4072,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L4072"
L4082,"High speed travel detected in trip L4082: TUMSAR to TIRODA. 19467 meters in 300 seconds. (234 km/h)."
L4098,"High speed travel detected in trip L4098: AMRAVATI to GONDIA. 259972 meters in 0 seconds."
L4098,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L4098"
L4098,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L4098"
L4103,"Timetravel detected! Arrival time is before previous departure at sequence number 12 in trip L4103"
L4103,"Timetravel detected! Arrival time is before previous departure at sequence number 15 in trip L4103"
L4103,"Timetravel detected! Arrival time is before previous departure at sequence number 4 in trip L4103"
L4103,"Timetravel detected! Arrival time is before previous departure at sequence number 6 in trip L4103"
L4104,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip L4104"
L419,"High speed travel detected in trip L419: MANJARSUMBHA to BEED. 17527 meters in 600 seconds. (105 km/h)."
L41,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip L41"
L41,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L41"
L41,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L41"
L41,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L41"
L41,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip L41"
L4213,"Timetravel detected! Arrival time is before previous departure at sequence number 76 in trip L4213"
L4214,"Timetravel detected! Arrival time is before previous departure at sequence number 52 in trip L4214"
L4214,"Timetravel detected! Arrival time is before previous departure at sequence number 88 in trip L4214"
L4216,"Timetravel detected! Arrival time is before previous departure at sequence number 51 in trip L4216"
L4216,"Timetravel detected! Arrival time is before previous departure at sequence number 86 in trip L4216"
L421,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip L421"
L421,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip L421"
L421,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L421"
L422,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip L422"
L422,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L422"
L422,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L422"
L422,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L422"
L422,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L422"
L4231,"Timetravel detected! Arrival time is before previous departure at sequence number 69 in trip L4231"
L4231,"Timetravel detected! Arrival time is before previous departure at sequence number 71 in trip L4231"
L4295,"High speed travel detected in trip L4295: ISLAMPUR to ASHTA. 19221 meters in 60 seconds. (1153 km/h)."
L4295,"High speed travel detected in trip L4295: KARAD to KASEGAON. 17629 meters in 300 seconds. (212 km/h)."
L42,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip L42"
L4338,"Timetravel detected! Arrival time is before previous departure at sequence number 7 in trip L4338"
L4353,"Duplicate stop_sequence in trip_id L4353"
L4353,"Timetravel detected! Arrival time is before previous departure at sequence number 14 in trip L4353"
L4353,"Timetravel detected! Arrival time is before previous departure at sequence number 16 in trip L4353"
L4353,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L4353"
L4353,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip L4353"
L4353,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L4353"
L4353,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip L4353"
L4353,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip L4353"
L4353,"Timetravel detected! Arrival time is before previous departure at sequence number 7 in trip L4353"
L4354,"Duplicate stop_sequence in trip_id L4354"
L4354,"Timetravel detected! Arrival time is before previous departure at sequence number 10 in trip L4354"
L4354,"Timetravel detected! Arrival time is before previous departure at sequence number 12 in trip L4354"
L4354,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip L4354"
L4354,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L4354"
L4354,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip L4354"
L4354,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip L4354"
L4354,"Timetravel detected! Arrival time is before previous departure at sequence number 5 in trip L4354"
L4354,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip L4354"
L4356,"Duplicate stop_sequence in trip_id L4356"
L4356,"High speed travel detected in trip L4356: WANI to MUL. 75496 meters in 1800 seconds. (151 km/h)."
L4356,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip L4356"
L4393,"Duplicate stop_sequence in trip_id L4393"
L4393,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip L4393"
L43,"Departure time before arrival time"
L43,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip L43"
L43,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip L43"
L43,"Timetravel detected! Arrival time is before previous departure at sequence number 30 in trip L43"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 101 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 109 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 121 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 41 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 44 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 46 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 56 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 67 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 68 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 73 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 82 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 84 in trip L4424"
L4424,"Timetravel detected! Arrival time is before previous departure at sequence number 91 in trip L4424"
